pwsid,gw_af,year,name
CA4901346,3.52471530059,2015,DELORES LANE WATER SYSTEM
CA4900945,5.116459545780001,2015,PRESENTATION SCHOOL
CA4901027,0.4750027942,2015,CINNABAR THEATER
CA4900913,11.1289613182,2015,ROBIN WAY WATER SYSTEM
CA4900588,56.59981753899,2015,LAWNDALE MUTUAL WATER COMPANY
CA4901096,6.6383773368000005,2015,WESTERBEKE RANCH
CA4901069,0.6666549747,2015,SONOMA VALLEY MOOSE LODGE #2048
CA4900924,0.222801414,2015,FREMONT DINER
CA4901286,1.03288403174,2015,KELLER ESTATE WINERY
CA4901086,1.8672661205,2015,KENDALL-JACKSON WINE CENTER
CA4900720,35.32599279,2015,MOBILE HOME ESTATES
CA4900580,16.43390595,2015,SONOMA MOUNTAIN COUNTY WATER DISTRICT
CA4901073,0.42382905345,2015,GRAY WATER SYSTEM
CA4901198,0.6511263913,2015,SONOMA DEVELOPMENTAL CENTER-CAMP VIA
CA4910202,0,2015,SONOMA DEVELOPMENTAL CENTER
CA4910304,0.833817413,2015,CSP-PETALUMA ADOBE STATE HISTORIC PARK
CA4901407,0.78223857877,2015,SANTA ROSA LIQUOR AND DELI
CA4901080,3.41292484456,2015,SPEEDWAY SONOMA LLC
CA4900774,0.11048004,2015,CLOVERLEAF RANCH SUMMER CAMP
CA4901321,0.34707611455000004,2015,SUNCE WINERY
CA4900897,51.123410954,2015,RODNEY STRONG VINEYARDS
CA4901388,0.9063659726000001,2015,"HEIRS OF MY DREAM WINERY, INC."
CA4900673,9.84840251901,2015,ATHENA TERRACE MUTUAL WATER COMPANY
CA4901063,0.3392657895,2015,CAMPOBELLO
CA4901234,1.7308539600000001,2015,SONOMA SEVENTH DAY ADVENTIST CHURCH
CA4901300,0.88384032,2015,WINDY HILL WINERY
CA4900558,26.2083206,2015,BELMONT TERRACE MUTUAL WATER COMPANY
CA4901328,4.5771430826170505,2015,COPAIN WINE CELLARS
CA4900909,1.3808102288200002,2015,CARNEROS DELI
CA4900559,19.38867927535,2015,FIRCREST MUTUAL WATER COMPANY
CA4901275,2.3182671260100003,2015,CORNERSTONE SONOMA
CA4900513,6.14838915273,2015,MADRONE MUTUAL WATER COMPANY
CA4900533,4.5463303682500005,2015,MORTON'S WARM SPRINGS / SONOMA SPRINGS
CA4900949,0,2015,SAINTS PETER & PAUL RUSSIAN CHURCH
CA4910014,1873,2016,"ROHNERT PARK, CITY OF"
CA2110003,0,2016,NORTH MARIN WATER DISTRICT
CA4910009,1227.556,2016,"SANTA ROSA, CITY OF"
CA4910006,327.62855862,2016,"PETALUMA, CITY OF"
CA4910012,196.11,2016,"SONOMA, CITY OF"
CA4910016,298.47410362,2016,"COTATI, CITY OF"
CA4910023,467.93207164,2016,CALIFORNIA-AMERICAN LARKFIELD (PUC)
CA4910011,932.021893,2016,"SEBASTOPOL, CITY OF"
CA4910013,466.00480872,2016,VALLEY OF THE MOON WATER DISTRICT
CA4901063,1.12969216679,2016,CAMPOBELLO
CA4901234,1.16924709,2016,SONOMA SEVENTH DAY ADVENTIST CHURCH
CA4901300,11.077465344,2016,WINDY HILL WINERY
CA4900558,25.258192256,2016,BELMONT TERRACE MUTUAL WATER COMPANY
CA4900909,1.22745165774,2016,CARNEROS DELI
CA4900559,17.19319843824,2016,FIRCREST MUTUAL WATER COMPANY
CA4901275,2.46728321774,2016,CORNERSTONE SONOMA
CA4900513,7.0396653932,2016,MADRONE MUTUAL WATER COMPANY
CA4900949,0.100045814,2016,SAINTS PETER & PAUL RUSSIAN CHURCH
CA4900901,35.87179794539,2016,SOBRE VISTA WATER COMPANY
CA4900580,19.843227917700002,2016,SONOMA MOUNTAIN COUNTY WATER DISTRICT
CA4900723,28.405645840000002,2016,SHAMROCK MOBILE HOME PARK
CA4900812,1.555006563,2016,FRIEDMAN BROTHERS HARDWARE
CA4900548,42.11437747,2016,HOLLAND HEIGHTS MUTUAL WATER COMPANY
CA4900743,0.91146033,2016,LA CANTERA RACQUET CLUB
CA4900795,0,2016,STONEGATE MOBILE HOME PARK
CA4901232,13.676201396,2016,LA CREMA WINERY
CA4900797,7.8141918514,2016,NORTH STAR MOBILE HOME PARK
CA4900728,4.2657571,2016,EVERGREEN MOBILE ESTATES
CA4900792,9.2610200419,2016,WAYSIDE GARDENS MOBILE HOME PARK
CA4900871,86.8946383052,2016,DE ANZA MOON VALLEY WATER COMPANY
CA4900907,0.8899781,2016,SUMMERFIELD WALDORF SCHOOL
CA4901008,1.23007862758,2016,HESSEL CHURCH
CA4901247,4.32457851463,2016,CARNEROS WAREHOUSING
CA4901332,18.425965413460002,2016,WINE COUNTRY IND PARK - BLDG C
CA4901413,0.4273736214,2016,EIGHTH STREET EAST PARTNERS
CA4901061,7.41084456981,2016,SONOMA WAREHOUSING
CA4901294,2.34731416986,2016,WINE COUNTRY IND PARK-BLDGS A&B
CA4901165,0.24697506053,2016,JEHOVAH S WITNESSES HALL
CA4900693,5.632947595,2016,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL
CA4900853,0.692341584,2016,PACK JACK BAR-B-QUE/WITHERS WATER
CA4901236,8.824900084000001,2016,"VINO FARMS, INC. - PRESTON RANCH"
CA4900512,47.127409285,2016,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM
CA4901254,8.4053521321,2016,KJ CARNEROS  HILLS WINERY
CA4901262,9.688792619,2016,FRANCISCAN VINEYARDS DBA QUARRY WINERY
CA4901390,16.0336306273,2016,CHALK HILL WINERY
CA4901120,2.43342108548,2016,RAM'S GATE WINERY
CA4901393,5.08500035439,2016,BOISSET - BUENA VISTA WINERY
CA4901387,0,2016,SONOMA CUTRER
CA4901018,8.72180686223,2016,GUNDLACH BUNDSCHU WINERY
CA4900925,82.77587182953,2016,SEBASTIANI VINEYARDS
CA4901278,53.55156063,2016,CLINE CELLARS
CA4901310,186.8795962165,2016,JACUZZI WINERY
CA4901324,0.39983647143,2016,FRITSCH INDUSTRIAL PARK
CA4901361,0.14674818202,2016,ANABA WINERY
CA4901218,4.4412669191,2016,GROSKOPF WAREHOUSE & LOGISTICS
CA4900694,3.32174198488,2016,WRIGHT ELEMENTARY SCHOOL
CA4901151,1.9272997466800001,2016,SCHUG CELLARS
CA4901370,62.723999287400005,2016,SUTTER SANTA ROSA REGIONAL HOSPITAL
CA4901269,0.07920498201000001,2016,UNITED RENTALS
CA4901156,1.467850087,2016,WILLOWSIDE SCHOOL
CA4901445,3.49390671388,2016,JAMES COURT WATER SYSTEM
CA4901175,0.14220315593,2016,OAK GROVE SCHOOL DISTRICT OFFICE
CA4900699,1.38522636153,2016,OLIVET ELEMENTARY SCHOOL
CA4900878,4.5623346296000005,2016,SANTA ROSA GOLF & COUNTRY CLUB
CA4901244,5.32500596573,2016,HUMANE SOCIETY OF SONOMA COUNTY
CA4901250,10.6060224622,2016,SONOMA WEST HOLDINGS INDUSTRIAL PARK
CA4900695,1.3703453139200001,2016,NORTHWEST PREP
CA4901394,1.12491083617,2016,NEVES FAMILY TRUST WATER SYSTEM
CA4901365,11.61729230167,2016,MICHAEL LUCAS WATER SYSTEM
CA4900643,4.40694445334,2016,MOUNT WESKE ESTATES MUTUAL WATER COMPANY
CA4901170,0.4010732341,2016,MICHAEL ELLIS SCHOOL FOR DOG TRAINERS
CA4900813,0.04912679112,2016,MIDGLEY'S COUNTRY FLEA MARKET
CA4900561,96.77130837,2016,WILLOWSIDE MUTUAL WATER COMPANY
CA4900796,40.29251250816,2016,SANTA ROSA MOBILE ESTATES
CA4900791,10.570263755920001,2016,WESTERN MOBILE HOME PARK
CA4900787,11.72547988084,2016,PLAZA MOBILE HOME PARK
CA4900708,4.6025984664,2016,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN
CA4900553,10.2328454382,2016,PARK ROYAL MUTUAL WATER COMPANY
CA4900798,21.24770235731,2016,"MOUNTAIN VIEW MOBILE ESTATES, LLC"
CA4900675,5.9301082137000005,2016,ROSELAND MOBILE HOME PARK
CA4900669,3.87344554685,2016,WENDELL LANE MUTUAL WATER COMPANY
CA4900799,25.96398478487,2016,EL PORTAL MOBILE ESTATES
CA4901340,0.21544528467000001,2016,FOG CREST WINERY
CA4900904,10.42812504668,2016,J VINEYARDS & WINERY
CA4900688,12.69297507335,2016,JOURNEY'S END MOBILE HOME PARK
CA4900832,31.33325641996,2016,LEISURE MOBILE HOME PARK
CA4900788,5.442246770400001,2016,EL CRYSTAL MOBILE HOME PARK
CA4900973,35.23266170732,2016,GEORGE RANCH MUTUAL WATER COMPANY
CA4900545,31.47520178913,2016,"BRANGER MUTUAL WATER COMPANY, INC."
CA4900673,12.06294116302,2016,ATHENA TERRACE MUTUAL WATER COMPANY
CA4900817,0.9008726595000001,2016,CASA DEL MAR
CA4901311,0.78445738624,2016,MARK WEST NEIGHBORHOOD CHURCH
CA4900560,10.07119203,2016,KELLY MUTUAL WATER COMPANY
CA4901383,0.63913930696,2016,LASSETER FAMILY WINERY
CA4901312,6.18688224,2016,BALLETTO VINEYARDS
CA4901336,1.07086461438,2016,MERRIAM WINERY
CA4900986,1.37988956182,2016,BARTHOLOMEW FOUNDATION
CA4900546,8.28907189,2016,HAWKINS WATER CO-CAL WATER SERVICE (PUC)
CA4900721,30.002389307,2016,COLONIAL PARK
CA4900934,0.51411886614,2016,SONOMA WINE SHOP
CA4901431,2.4704871389000003,2016,SARALEE 3575 SLUSSER ROAD
CA4901388,1.13871777228,2016,"HEIRS OF MY DREAM WINERY, INC."
CA4901028,4.88651068697,2016,GLORIA FERRER CAVES
CA4901439,0.003682668,2016,CENTRO CHRISTIANO EVANGELISTICO CHURCH
CA4901398,4.132567274,2016,HOOK & LADDER VINEYARDS AND WINERY
CA4901328,4.2091667684,2016,COPAIN WINE CELLARS
CA4901079,0.8792983628000001,2016,PETALUMA LIVESTOCK AUCTION YARD
CA4901139,0.03687885113,2016,WILLOWBROOK ALE HOUSE
CA4901191,1.71550951,2016,PARADISE RIDGE WINERY
CA4901298,4.46231029783,2016,LYNMAR WINERY
CA4900913,6.7823328289200004,2016,ROBIN WAY WATER SYSTEM
CA4901346,4.14826771524,2016,DELORES LANE WATER SYSTEM
CA4900737,23.0911262714,2016,KOA - PETALUMA
CA4901366,10.18199699979,2016,LAURA CHENEL'S CHEVRE INC.
CA4900945,5.17433881118,2016,PRESENTATION SCHOOL
CA4901274,11.64444584039,2016,NICHOLSON RANCH WINERY
CA4901273,10.23489545672,2016,"S & W WAREHOUSING, LLC"
CA4901093,2.75749586948,2016,MARTINELLI RANCH
CA4900794,8.32467715178,2016,SUNSET PARK COMMUNITY
CA4901094,0.65409093904,2016,LOMBARDI'S DELI & BBQ
CA4901297,2.14923880259,2016,PORT SONOMA MARINA
CA4901225,0.48144439431,2016,THE RENTAL PLACE
CA4901345,2.43216590947,2016,BUCKLEY FAMILY PARTNERSHIP
CA4901144,47.07098160457,2016,COHN WINERY
CA4900588,0,2016,LAWNDALE MUTUAL WATER COMPANY
CA4901083,1.33582337031,2016,VINEBURG DELI & GROCERY
CA4901408,1.02399345741,2016,WESTSIDE STORAGE WATER SYSTEM
CA4901214,0.43663246253000004,2016,ADOBE CHRISTIAN CHURCH
CA4900667,43.788858989590004,2016,COLLEGE PARK MUTUAL WATER COMPANY
CA4901204,8.83677361941,2016,BENZIGER FAMILY WINERY
CA4901375,0.7985435913400001,2016,BROADWAY MARKET
CA4901129,45.804628697190005,2016,VIANSA WINERY
CA4900033,1.67729262283,2016,WASHOE HOUSE
CA4901027,0.48690394962,2016,CINNABAR THEATER
CA4901069,0.7375156448,2016,SONOMA VALLEY MOOSE LODGE #2048
CA4901096,5.1200440093,2016,WESTERBEKE RANCH
CA4900924,0.2413068207,2016,FREMONT DINER
CA4901286,1.13001746913,2016,KELLER ESTATE WINERY
CA4901086,2.3097079918,2016,KENDALL-JACKSON WINE CENTER
CA4900720,34.985346,2016,MOBILE HOME ESTATES
CA4901073,0.10957164856,2016,GRAY WATER SYSTEM
CA4910202,0,2016,SONOMA DEVELOPMENTAL CENTER
CA4901198,0.5041265603,2016,SONOMA DEVELOPMENTAL CENTER-CAMP VIA
CA4910003,0,2016,PENNGROVE WATER COMPANY (PUC)
CA4910022,65.96894784,2016,CANON MANOR WATER SYSTEM
CA4910304,1.030533262,2016,CSP-PETALUMA ADOBE STATE HISTORIC PARK
CA4901407,0.46795355387000004,2016,SANTA ROSA LIQUOR AND DELI
CA4901258,33.3390092706,2016,SONOMA LODGE
CA4901080,5.90927658838,2016,SPEEDWAY SONOMA LLC
CA4900774,0.11048004,2016,CLOVERLEAF RANCH SUMMER CAMP
CA4901321,0.22765946687000002,2016,SUNCE WINERY
CA4900897,56.143194327,2016,RODNEY STRONG VINEYARDS
CA4900533,2.91354585709,2016,MORTON'S WARM SPRINGS / SONOMA SPRINGS
CA4900998,1.49176901566,2016,BOISSET - DE LOACH WINERY
CA4910014,1800.3336296,2017,"ROHNERT PARK, CITY OF"
CA2110003,0,2017,NORTH MARIN WATER DISTRICT
CA4910012,146.56,2017,"SONOMA, CITY OF"
CA4910016,300.58856883,2017,"COTATI, CITY OF"
CA4910027,225.52967869223002,2017,SONOMA STATE UNIVERSITY
CA4910006,114.21794802000001,2017,"PETALUMA, CITY OF"
CA4910011,1021.94037,2017,"SEBASTOPOL, CITY OF"
CA4910023,489.57388392,2017,CALIFORNIA-AMERICAN LARKFIELD (PUC)
CA4910013,690,2017,VALLEY OF THE MOON WATER DISTRICT
CA4910009,0,2017,"SANTA ROSA, CITY OF"
CA4901234,1.044650156,2017,SONOMA SEVENTH DAY ADVENTIST CHURCH
CA4900558,27.5277898555,2017,BELMONT TERRACE MUTUAL WATER COMPANY
CA4900909,1.6390880112200001,2017,CARNEROS DELI
CA4900559,17.86257551837,2017,FIRCREST MUTUAL WATER COMPANY
CA4900513,7.0387140373,2017,MADRONE MUTUAL WATER COMPANY
CA4900949,0.1016416368,2017,SAINTS PETER & PAUL RUSSIAN CHURCH
CA4900580,22.796942476,2017,SONOMA MOUNTAIN COUNTY WATER DISTRICT
CA4900548,46.4936835,2017,HOLLAND HEIGHTS MUTUAL WATER COMPANY
CA4900723,32.3154117,2017,SHAMROCK MOBILE HOME PARK
CA4900812,2.0433897176,2017,FRIEDMAN BROTHERS HARDWARE
CA4900743,0.5040651825,2017,LA CANTERA RACQUET CLUB
CA4900797,51.6677399733,2017,NORTH STAR MOBILE HOME PARK
CA4900795,22.2168915771,2017,STONEGATE MOBILE HOME PARK
CA4900728,5.05446183,2017,EVERGREEN MOBILE ESTATES
CA4901232,13.58290714,2017,LA CREMA WINERY
CA4900871,0,2017,DE ANZA MOON VALLEY WATER COMPANY
CA4900907,0.8899781,2017,SUMMERFIELD WALDORF SCHOOL
CA4901008,1.29942326602,2017,HESSEL CHURCH
CA4901247,4.10533087525,2017,CARNEROS WAREHOUSING
CA4901413,0.44045629947000003,2017,EIGHTH STREET EAST PARTNERS
CA4901061,7.38988712,2017,SONOMA WAREHOUSING
CA4901332,17.66146195,2017,WINE COUNTRY IND PARK - BLDG C
CA4901294,2.25256526,2017,WINE COUNTRY IND PARK-BLDGS A&B
CA4901236,9.719788408000001,2017,"VINO FARMS, INC. - PRESTON RANCH"
CA4900512,45.3221040536,2017,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM
CA4900693,8.440981945,2017,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL
CA4901254,7.429920790050001,2017,KJ CARNEROS  HILLS WINERY
CA4901018,7.11183034155,2017,GUNDLACH BUNDSCHU WINERY
CA4900925,80.5276736,2017,SEBASTIANI VINEYARDS
CA4901387,0,2017,SONOMA CUTRER
CA4901393,5.138448142630001,2017,BOISSET - BUENA VISTA WINERY
CA4901390,12.022069686,2017,CHALK HILL WINERY
CA4901120,0,2017,RAM'S GATE WINERY
CA4901262,8.20007408,2017,FRANCISCAN VINEYARDS DBA QUARRY WINERY
CA4901278,57.699183753,2017,CLINE CELLARS
CA4901310,161.6941366535,2017,JACUZZI WINERY
CA4901324,0.44846303348,2017,FRITSCH INDUSTRIAL PARK
CA4900694,3.3285948162500003,2017,WRIGHT ELEMENTARY SCHOOL
CA4900788,5.343354859040001,2017,EL CRYSTAL MOBILE HOME PARK
CA4900799,21.03126889006,2017,EL PORTAL MOBILE ESTATES
CA4900832,30.67353406777,2017,LEISURE MOBILE HOME PARK
CA4901244,5.39126636972,2017,HUMANE SOCIETY OF SONOMA COUNTY
CA4901151,0,2017,SCHUG CELLARS
CA4901156,1.4697313165700001,2017,WILLOWSIDE SCHOOL
CA4901370,55.9597360828,2017,SUTTER SANTA ROSA REGIONAL HOSPITAL
CA4901175,0.19832394736,2017,OAK GROVE SCHOOL DISTRICT OFFICE
CA4900878,0,2017,SANTA ROSA GOLF & COUNTRY CLUB
CA4901250,9.581381469,2017,SONOMA WEST HOLDINGS INDUSTRIAL PARK
CA4901269,0.15919866875,2017,UNITED RENTALS
CA4901365,11.461383483,2017,MICHAEL LUCAS WATER SYSTEM
CA4901394,1.18379976638,2017,NEVES FAMILY TRUST WATER SYSTEM
CA4900695,1.92858868048,2017,NORTHWEST PREP
CA4900699,1.75077719388,2017,OLIVET ELEMENTARY SCHOOL
CA4901170,0.2848236809,2017,MICHAEL ELLIS SCHOOL FOR DOG TRAINERS
CA4900813,0.08310247231000001,2017,MIDGLEY'S COUNTRY FLEA MARKET
CA4900817,0.73092980686,2017,CASA DEL MAR
CA4900904,10.119054065890001,2017,J VINEYARDS & WINERY
CA4900643,3.97394555657,2017,MOUNT WESKE ESTATES MUTUAL WATER COMPANY
CA4901447,0.48283767037,2017,DONUM ESTATE WATER SYSTEM
CA4901340,0.23886705315,2017,FOG CREST WINERY
CA4901433,0.09351521608,2017,FAT PILGRIM GENERAL STORE
CA4900708,4.1235754263,2017,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN
CA4900545,33.75979705406,2017,"BRANGER MUTUAL WATER COMPANY, INC."
CA4901218,5.522934026280001,2017,GROSKOPF WAREHOUSE & LOGISTICS
CA4901361,0.12359033808,2017,ANABA WINERY
CA4900673,12.396035414730001,2017,ATHENA TERRACE MUTUAL WATER COMPANY
CA4900669,3.9551885008900003,2017,WENDELL LANE MUTUAL WATER COMPANY
CA4901445,9.78610098312,2017,JAMES COURT WATER SYSTEM
CA4900792,9.46075567866,2017,WAYSIDE GARDENS MOBILE HOME PARK
CA4900787,11.86673781865,2017,PLAZA MOBILE HOME PARK
CA4900675,5.4349305366400005,2017,ROSELAND MOBILE HOME PARK
CA4900796,35.40490008968,2017,SANTA ROSA MOBILE ESTATES
CA4900798,20.96951975437,2017,"MOUNTAIN VIEW MOBILE ESTATES, LLC"
CA4900553,11.1907380739,2017,PARK ROYAL MUTUAL WATER COMPANY
CA4900973,37.80088378605,2017,GEORGE RANCH MUTUAL WATER COMPANY
CA4900791,11.054807729130001,2017,WESTERN MOBILE HOME PARK
CA4900561,110.37690995155,2017,WILLOWSIDE MUTUAL WATER COMPANY
CA4901311,0.94380336171,2017,MARK WEST NEIGHBORHOOD CHURCH
CA4900560,10.73923782,2017,KELLY MUTUAL WATER COMPANY
CA4901312,6.5704934900000005,2017,BALLETTO VINEYARDS
CA4901336,1.3187634108000001,2017,MERRIAM WINERY
CA4900986,1.36239381993,2017,BARTHOLOMEW FOUNDATION
CA4900934,0.5274194354,2017,SONOMA WINE SHOP
CA4900721,34.596824526,2017,COLONIAL PARK
CA4901165,0.27861838532,2017,JEHOVAH S WITNESSES HALL
CA4901388,2.1840369463,2017,"HEIRS OF MY DREAM WINERY, INC."
CA4901431,1.2232902429,2017,SARALEE 3575 SLUSSER ROAD
CA4901028,7.1714926320400005,2017,GLORIA FERRER CAVES
CA4901439,0.037747347,2017,CENTRO CHRISTIANO EVANGELISTICO CHURCH
CA4901080,4.72305853668,2017,SPEEDWAY SONOMA LLC
CA4901258,19.997353711280002,2017,SONOMA LODGE
CA4901398,3.835191833,2017,HOOK & LADDER VINEYARDS AND WINERY
CA4901328,2.27367615431,2017,COPAIN WINE CELLARS
CA4901079,0.9106931075,2017,PETALUMA LIVESTOCK AUCTION YARD
CA4901139,0.03766755586,2017,WILLOWBROOK ALE HOUSE
CA4901193,0.124290045,2017,SCHELLVILLE GRILL
CA4901407,0.7672225,2017,SANTA ROSA LIQUOR AND DELI
CA4901204,4.71986382219,2017,BENZIGER FAMILY WINERY
CA4900945,5.23872105449,2017,PRESENTATION SCHOOL
CA4901274,0.8853624894400001,2017,NICHOLSON RANCH WINERY
CA4900794,7.06678824302,2017,SUNSET PARK COMMUNITY
CA4900913,6.11745781042,2017,ROBIN WAY WATER SYSTEM
CA4901144,42.887038043080004,2017,COHN WINERY
CA4901346,3.82167644144,2017,DELORES LANE WATER SYSTEM
CA4900667,55.26229400362,2017,COLLEGE PARK MUTUAL WATER COMPANY
CA4901345,3.20206141266,2017,BUCKLEY FAMILY PARTNERSHIP
CA4900588,0,2017,LAWNDALE MUTUAL WATER COMPANY
CA4901298,4.1350960393600005,2017,LYNMAR WINERY
CA4900853,0,2017,PACK JACK BAR-B-QUE/WITHERS WATER
CA4901297,1.73594524851,2017,PORT SONOMA MARINA
CA4900737,27.23747593039,2017,KOA - PETALUMA
CA4901129,31.741845365670002,2017,VIANSA WINERY
CA4901225,0.52604150379,2017,THE RENTAL PLACE
CA4901273,10.5060073371,2017,"S & W WAREHOUSING, LLC"
CA4901214,0.56460210664,2017,ADOBE CHRISTIAN CHURCH
CA4901027,0.32981667719,2017,CINNABAR THEATER
CA4901366,10.05761488809,2017,LAURA CHENEL'S CHEVRE INC.
CA4901083,0.95118711105,2017,VINEBURG DELI & GROCERY
CA4900033,1.82219026418,2017,WASHOE HOUSE
CA4901408,0.71394350071,2017,WESTSIDE STORAGE WATER SYSTEM
CA4901093,2.9649436268100002,2017,MARTINELLI RANCH
CA4901375,0.88626781199,2017,BROADWAY MARKET
CA4901094,0.6906874522900001,2017,LOMBARDI'S DELI & BBQ
CA4901096,5.4153939829,2017,WESTERBEKE RANCH
CA4901069,0.6632485068,2017,SONOMA VALLEY MOOSE LODGE #2048
CA4900901,39.71278998049,2017,SOBRE VISTA WATER COMPANY
CA4900924,0.27356699238,2017,FREMONT DINER
CA4900546,10.63370385,2017,HAWKINS WATER CO-CAL WATER SERVICE (PUC)
CA4901286,0.8795745629,2017,KELLER ESTATE WINERY
CA4901086,2.08863743176,2017,KENDALL-JACKSON WINE CENTER
CA4900720,16.64304159683,2017,MOBILE HOME ESTATES
CA4901073,0.11363792781,2017,GRAY WATER SYSTEM
CA4901198,0.102807815,2017,SONOMA DEVELOPMENTAL CENTER-CAMP VIA
CA4910202,0,2017,SONOMA DEVELOPMENTAL CENTER
CA4910003,0,2017,PENNGROVE WATER COMPANY (PUC)
CA4910022,77.05024347,2017,CANON MANOR WATER SYSTEM
CA4901300,10.457856453,2017,WINDY HILL WINERY
CA4901063,1.21149956752,2017,CAMPOBELLO
CA4900774,0,2017,CLOVERLEAF RANCH SUMMER CAMP
CA4901321,0.29360377519,2017,SUNCE WINERY
CA4900897,60.729650432,2017,RODNEY STRONG VINEYARDS
CA4901383,1.00318638321,2017,LASSETER FAMILY WINERY
CA4900533,3.8696278476900003,2017,MORTON'S WARM SPRINGS / SONOMA SPRINGS
CA4910304,0.762926054,2017,CSP-PETALUMA ADOBE STATE HISTORIC PARK
CA4901275,1.312871142,2017,CORNERSTONE SONOMA
CA4900998,6.2500093073,2017,BOISSET - DE LOACH WINERY
CA4910014,1675.4298066000001,2018,"ROHNERT PARK, CITY OF"
CA2110003,0,2018,NORTH MARIN WATER DISTRICT
CA4910012,114.226,2018,"SONOMA, CITY OF"
CA4910016,366.39170821,2018,"COTATI, CITY OF"
CA4910006,0,2018,"PETALUMA, CITY OF"
CA4910011,1006.5959200000001,2018,"SEBASTOPOL, CITY OF"
CA4910023,0,2018,CALIFORNIA-AMERICAN LARKFIELD (PUC)
CA4910013,500,2018,VALLEY OF THE MOON WATER DISTRICT
CA4910027,187.23369395137001,2018,SONOMA STATE UNIVERSITY
CA4910009,0,2018,"SANTA ROSA, CITY OF"
CA4901234,1.5454930040000001,2018,SONOMA SEVENTH DAY ADVENTIST CHURCH
CA4900558,27.950529453,2018,BELMONT TERRACE MUTUAL WATER COMPANY
CA4900909,1.28741776834,2018,CARNEROS DELI
CA4900559,16.10580478232,2018,FIRCREST MUTUAL WATER COMPANY
CA4900949,0.09680813505000001,2018,SAINTS PETER & PAUL RUSSIAN CHURCH
CA4900580,22.296099628,2018,SONOMA MOUNTAIN COUNTY WATER DISTRICT
CA4900723,34.064679,2018,SHAMROCK MOBILE HOME PARK
CA4900548,0,2018,HOLLAND HEIGHTS MUTUAL WATER COMPANY
CA4900812,2.0530874100000003,2018,FRIEDMAN BROTHERS HARDWARE
CA4900743,0.540431529,2018,LA CANTERA RACQUET CLUB
CA4900728,5.25700857,2018,EVERGREEN MOBILE ESTATES
CA4900797,51.6677399733,2018,NORTH STAR MOBILE HOME PARK
CA4900795,21.787032154800002,2018,STONEGATE MOBILE HOME PARK
CA4900871,77.574480753,2018,DE ANZA MOON VALLEY WATER COMPANY
CA4901008,1.26162374789,2018,HESSEL CHURCH
CA4901413,0.42187723941,2018,EIGHTH STREET EAST PARTNERS
CA4901294,2.2708251555,2018,WINE COUNTRY IND PARK-BLDGS A&B
CA4901247,4.13263478958,2018,CARNEROS WAREHOUSING
CA4901061,7.25792485,2018,SONOMA WAREHOUSING
CA4901332,17.50801745,2018,WINE COUNTRY IND PARK - BLDG C
CA4901236,9.727767522,2018,"VINO FARMS, INC. - PRESTON RANCH"
CA4900512,37.6987357824,2018,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM
CA4900693,7.8787612970000005,2018,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL
CA4900925,86.05697864192,2018,SEBASTIANI VINEYARDS
CA4901390,0,2018,CHALK HILL WINERY
CA4901262,6.703683316,2018,FRANCISCAN VINEYARDS DBA QUARRY WINERY
CA4901120,0,2018,RAM'S GATE WINERY
CA4901387,0,2018,SONOMA CUTRER
CA4901018,0,2018,GUNDLACH BUNDSCHU WINERY
CA4901393,0,2018,BOISSET - BUENA VISTA WINERY
CA4901278,55.2945173487,2018,CLINE CELLARS
CA4901310,158.1661713984,2018,JACUZZI WINERY
CA4901324,0.52860709583,2018,FRITSCH INDUSTRIAL PARK
CA4901151,1.9418923186300001,2018,SCHUG CELLARS
CA4901451,1.02385535736,2018,SPIDER WEB RANCH
CA4901433,0.40168087432,2018,FAT PILGRIM GENERAL STORE
CA4900817,0.68303057174,2018,CASA DEL MAR
CA4901365,1.70601129545,2018,MICHAEL LUCAS WATER SYSTEM
CA4900792,10.5517951759,2018,WAYSIDE GARDENS MOBILE HOME PARK
CA4900669,4.21237375845,2018,WENDELL LANE MUTUAL WATER COMPANY
CA4901361,0.11283080974000001,2018,ANABA WINERY
CA4900796,35.063667141690004,2018,SANTA ROSA MOBILE ESTATES
CA4901445,10.51390052218,2018,JAMES COURT WATER SYSTEM
CA4900553,12.121194833,2018,PARK ROYAL MUTUAL WATER COMPANY
CA4900798,22.344112412050002,2018,"MOUNTAIN VIEW MOBILE ESTATES, LLC"
CA4900799,21.62227572626,2018,EL PORTAL MOBILE ESTATES
CA4900973,45.080244832700004,2018,GEORGE RANCH MUTUAL WATER COMPANY
CA4900787,14.10122117877,2018,PLAZA MOBILE HOME PARK
CA4900675,4.81715684186,2018,ROSELAND MOBILE HOME PARK
CA4900788,2.85322375525,2018,EL CRYSTAL MOBILE HOME PARK
CA4900832,31.0374952151,2018,LEISURE MOBILE HOME PARK
CA4900878,4.6973657896,2018,SANTA ROSA GOLF & COUNTRY CLUB
CA4900545,36.88841686013,2018,"BRANGER MUTUAL WATER COMPANY, INC."
